track,artist,uri,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Sometimes,Hamza,spotify:track:0SzW69DvRPldNy6Qx7NndA,0.7020000000000001,0.615,1,-9.372,1,0.0456,0.227,0.00164,0.122,0.7020000000000001,105.007,237881,4
Minuit 13 (feat. Christine and the Queens & Oxmo Puccino),Hamza,spotify:track:1fTGud5T8TUecNuEFVMD3y,0.446,0.335,4,-11.18,1,0.166,0.475,1.17e-06,0.0975,0.279,70.283,312911,4
Reel (feat. Zed),Hamza,spotify:track:2Ilo9KNm4tD3dQhAVEnhvn,0.693,0.508,4,-8.149,0,0.228,0.141,1.22e-06,0.075,0.591,144.079,222821,4
PTSD,Hamza,spotify:track:13ZsYnnX3ZVsbjwiPMnr2y,0.8590000000000001,0.489,9,-8.931000000000003,0,0.329,0.0229,8.29e-06,0.108,0.4920000000000001,140.97,191259,4
Keke,Hamza,spotify:track:55iofhgDUt3PDZadpqbHAE,0.797,0.5710000000000001,10,-9.732,1,0.517,0.218,0.0020800000000000003,0.145,0.818,144.056,180524,4
Spaghetti (feat. Gazo & Guy2Bezbar),Hamza,spotify:track:1Ujvp85FTkDkCdJPPM21wI,0.76,0.66,6,-7.285,1,0.408,0.0298,1.34e-06,0.128,0.632,139.94799999999998,253906,4
Don’t Tell (feat. Headie One),Hamza,spotify:track:1DcMWQ5AtAACPLOnxU8yu6,0.828,0.52,8,-8.349,0,0.339,0.0866,0.00014099999999999998,0.103,0.581,145.092,198517,4
La Costa,Mister You,spotify:track:4reODQeIoWhBgXe3nZmehp,0.8740000000000001,0.7170000000000001,0,-7.396,0,0.197,0.442,3.48e-06,0.14300000000000002,0.775,119.979,140740,4
Fake Friends,Hamza,spotify:track:0LU67n7uL5RrjB1m1cYSKt,0.8220000000000001,0.405,1,-9.161,0,0.149,0.0572,0.00024700000000000004,0.096,0.556,140.005,184751,4
A qui la faute (feat. Niska),Niro,spotify:track:2OXCeVFF5vu0bk45poTCos,0.883,0.528,1,-6.671,1,0.389,0.13,0.0,0.0929,0.238,135.017,203027,4
Sur le banc (feat. SDM),Leto,spotify:track:4uvnHIXK2Pk1AYjBLI5IYG,0.757,0.531,4,-9.347,0,0.153,0.177,0.0,0.155,0.569,141.951,163067,4
187 mesures (feat. Ninho),Leto,spotify:track:46TdVjDXpTKcPqsHItxDKn,0.575,0.743,8,-5.55,0,0.325,0.417,0.0,0.117,0.848,95.179,206947,3
Prada,casso,spotify:track:59NraMJsLaMCVtwXTSia8i,0.638,0.7170000000000001,8,-5.8039999999999985,1,0.0375,0.001,1.79e-06,0.113,0.422,141.904,132359,4
Mauvaise Nouvelle,Softo,spotify:track:4ckEvXcaBNkzjtqbfYxXGe,0.777,0.682,5,-7.237,0,0.102,0.544,0.0,0.0924,0.618,135.967,204397,4
Toute epreuve,Leto,spotify:track:5upp18sWYDfl5mt22PkpKJ,0.758,0.746,1,-8.025,1,0.506,0.307,1.52e-06,0.16399999999999998,0.8220000000000001,177.12400000000005,179415,1
Vovo,Leto,spotify:track:2ohO63bidj6AMGmRxqWGt0,0.611,0.614,0,-10.822,0,0.149,0.335,0.0327,0.097,0.464,119.871,198080,4
Claque,Aya Nakamura,spotify:track:3uU8bm0UkHc8g0omL5vbRw,0.769,0.748,1,-5.386,1,0.332,0.241,0.0,0.1,0.479,99.632,156453,4
La pharmacie,Jul,spotify:track:5a7SbbDQMBeJoFhptn0srt,0.847,0.727,4,-5.305,0,0.0622,0.578,0.0318,0.0869,0.765,119.994,320960,4
Brouncha,Jul,spotify:track:5Qpkgwxk9YKU5jbQsVoA7P,0.862,0.764,9,-6.061,0,0.0782,0.337,0.000542,0.106,0.6509999999999999,132.036,190160,4
Sous terre,Jul,spotify:track:5BNcAnuB1uoy1P3C6erAWL,0.8690000000000001,0.763,3,-5.932,0,0.337,0.617,0.0,0.0926,0.711,105.985,346227,4
Son ex,Jul,spotify:track:3aMMCZDj2vuf4JGeeRal8Z,0.826,0.8240000000000001,7,-5.876,0,0.0512,0.7390000000000001,2.55e-05,0.108,0.851,143.034,188907,4
ny a fond,Alpha Wann,spotify:track:0fQvCnVBNvcKOSfcxXPbNC,0.7020000000000001,0.416,1,-10.332,1,0.731,0.0803,0.0,0.0976,0.231,75.202,168187,4
Un autre monde,Jul,spotify:track:1afzbEgk5Xyiar4B8ilLOE,0.8059999999999999,0.884,11,-3.732,0,0.0589,0.136,2.3e-06,0.0818,0.769,123.973,217747,4
philly flingo,Alpha Wann,spotify:track:7CAoGOFte5I1unfkE69o4w,0.898,0.465,0,-10.223,1,0.239,0.261,0.00532,0.105,0.277,113.998,173760,4
malevil,Nekfeu,spotify:track:4Yj4iJa1z4WUjas055JARZ,0.965,0.393,1,-10.226,1,0.206,0.326,0.0,0.0807,0.355,113.034,205413,4
san andreas,Lesram,spotify:track:5xyvfCjVyV3okzDhdt4PaA,0.7709999999999999,0.525,1,-8.395,1,0.365,0.3720000000000001,0.0,0.141,0.377,91.917,186880,4
Guadalajara,Jul,spotify:track:6bCjFROTOhLSs3iwyJZgXc,0.88,0.872,5,-4.375,0,0.0575,0.387,0.000661,0.0946,0.8740000000000001,130.98,184280,4
Rocking Around the Christmas Tree,Brenda Lee,spotify:track:1rKlnhigpdkzxVmqTnMMTI,0.6970000000000001,0.5579999999999999,8,-5.836,1,0.0401,0.787,0.0,0.403,0.894,140.5,125893,4
Feux (feat. Jul),Poupie,spotify:track:0rZiJ3NOX6KrpSP1LGXSua,0.858,0.645,1,-5.564,0,0.371,0.478,0.0,0.0707,0.486,132.085,197297,4
Je vais pas redonner,Jul,spotify:track:5KxC67azaxTWx10PS5o37f,0.838,0.8240000000000001,3,-5.7189999999999985,0,0.0328,0.297,4.72e-05,0.14300000000000002,0.955,130.963,225573,4
It's Beginning to Look a Lot like Christmas,Michael Buble,spotify:track:0lLdorYw7lVrJydTINhWdI,0.339,0.214,4,-11.714,1,0.0375,0.908,7.47e-06,0.341,0.363,94.775,206640,3
Malade,Romeo Elvis,spotify:track:35e7ckbWgHjHI9n3oL6jnd,0.669,0.639,0,-8.533999999999999,1,0.0498,0.49,1.4e-06,0.106,0.28600000000000003,99.604,191680,4
Notif,Shay,spotify:track:7BJcmZWeI5FGSxb7E6wkCR,0.763,0.725,10,-7.059,0,0.0422,0.425,1.4e-05,0.0991,0.564,92.02,149944,4
Zolabeille,Zola,spotify:track:3jGpGXoSwhyTNGew06h1NH,0.815,0.449,5,-9.693,0,0.324,0.525,0.000353,0.242,0.384,85.022,153699,4
Dancing With A Stranger (with Normani),Sam Smith,spotify:track:0Cf29jdyWYTNku7m4NdEdM,0.741,0.52,8,-7.513,1,0.0656,0.447,1.97e-06,0.222,0.34700000000000003,102.998,171030,4
Haut standing,SCH,spotify:track:7iuIofLDxuD3BXmUmStKWR,0.7809999999999999,0.5710000000000001,10,-8.623,0,0.141,0.19,4.54e-06,0.0922,0.628,133.871,168689,4
Comme pas deux,PNL,spotify:track:4NGcxBAtvLtbeizQul82iC,0.667,0.629,8,-8.17,1,0.0403,0.133,0.00144,0.0957,0.308,118.976,220837,4
Ryuk,PNL,spotify:track:50v2QOArNfK21a4xV8O5QM,0.628,0.5720000000000001,0,-8.407,0,0.0478,0.4,0.0687,0.17800000000000002,0.223,121.942,236408,4
Bang,PNL,spotify:track:4Y5GzRVcPkBX01xxWxVGH6,0.675,0.46,0,-9.06,0,0.053,0.632,0.0203,0.162,0.272,114.97,262934,4
Siberie,PNL,spotify:track:5JkBOwtsg2hfVV9LK2KDAP,0.732,0.611,0,-6.94,1,0.0366,0.0597,0.000217,0.0853,0.122,98.972,240916,4
Pena Duro,Kaaris,spotify:track:0Bqj2Umn6ft60B2pWXKnLF,0.473,0.866,1,-5.867000000000001,1,0.353,0.397,3.4e-05,0.17600000000000002,0.6890000000000001,67.85600000000001,157893,4
Superstar,Stefy De Cicco,spotify:track:79DFRI318iJU1hvZnPzA4K,0.737,0.927,7,-4.0,1,0.0441,0.0195,0.000278,0.197,0.8,126.015,172143,4
Brule,Josman,spotify:track:4SsSjoHtxj70UG5W88i0Dy,0.736,0.5760000000000001,1,-9.402,0,0.463,0.0848,2.26e-06,0.073,0.419,92.867,211613,4
Le Dernier Jour du Disco,Juliette Armanet,spotify:track:2Yu8DEe4uc8ApN7t7q0P4s,0.625,0.895,7,-3.282,0,0.0527,0.257,1.14e-05,0.0626,0.44,141.97,207493,4
DLB 13,Soso Maness,spotify:track:64v5RSiSNrlLHRoynPHhQ3,0.92,0.696,11,-5.699,0,0.104,0.243,0.0,0.0942,0.784,105.962,161547,4
Plaza Athenee,Booba,spotify:track:3zfX77h21GrlhsiOuYnZNC,0.7759999999999999,0.615,1,-8.052999999999999,0,0.04,0.15,0.0575,0.0719,0.424,133.96200000000002,148726,4
Toute la noche (feat. Maitre Gims),Soso Maness,spotify:track:7kmueDSUCCcDnEed0Tseow,0.905,0.804,9,-5.274,1,0.154,0.409,0.0,0.107,0.234,99.961,185413,4
Footballeur,Vald,spotify:track:2UnICGCIkxYsWnQ7taGnsN,0.746,0.516,1,-4.655,0,0.0462,0.47,0.0,0.23,0.6509999999999999,148.156,194920,4
Fuckboi,Zola,spotify:track:46csJmwu20GqzrcdPYqktC,0.86,0.732,10,-6.9670000000000005,0,0.172,0.203,0.000729,0.0797,0.6659999999999999,166.09599999999998,154622,4
Mojo,Zola,spotify:track:4TARePq30NqNL4mRMhoFhF,0.935,0.507,9,-7.483,0,0.145,0.408,2.92e-05,0.244,0.545,134.003,175369,4
L1 L2,Zola,spotify:track:3wm5mdNBzwWVtIahLsGxeg,0.965,0.339,6,-10.12,0,0.459,0.0943,1.43e-06,0.0882,0.617,125.039,147760,4
Ouais ouais,Zola,spotify:track:7pTCGpz43p0txphdsvWBNV,0.904,0.378,5,-10.784,0,0.344,0.324,0.0016600000000000002,0.0865,0.794,132.951,174243,4
7.65,Zola,spotify:track:5NktAcJqpnpcEUUPGzdrFw,0.718,0.522,2,-11.218,1,0.534,0.43,2.89e-05,0.153,0.603,129.996,177226,4
Extasy,Zola,spotify:track:54xygrEezb3bb7ptyFE4yk,0.897,0.675,2,-6.084,1,0.299,0.365,0.000109,0.103,0.782,138.998,178236,4
Jamais,Zola,spotify:track:6eMKE9M6K8NBoqetCBB0uc,0.845,0.508,9,-6.643,0,0.365,0.17800000000000002,7.1e-06,0.158,0.517,127.763,174092,4
Astroboy,Zola,spotify:track:1Ub2zRIDNIpMpssrabPQU3,0.8240000000000001,0.7979999999999999,8,-7.901,1,0.336,0.0453,9.04e-05,0.0725,0.4970000000000001,171.954,129027,4
Vinicius,Ninho,spotify:track:5ulkVxGCyEGYquP9pnpijX,0.768,0.564,2,-6.832000000000002,1,0.266,0.247,0.0,0.103,0.332,114.988,192627,4
Fair Trade (with Travis Scott),Drake,spotify:track:40iJIUlhi6renaREYGeIDS,0.6659999999999999,0.465,1,-8.545,1,0.26,0.0503,0.0,0.215,0.292,167.937,291175,4
Champagne Poetry,Drake,spotify:track:2HSmyk2qMN8WQjuGhaQgCk,0.423,0.667,6,-7.0120000000000005,0,0.326,0.758,0.0,0.246,0.496,86.743,336511,4
Way 2 Sexy (with Future & Young Thug),Drake,spotify:track:0k1WUmIRnG3xU6fvvDVfRG,0.8029999999999999,0.597,11,-6.035,0,0.141,0.0006190000000000001,4.5e-06,0.32299999999999995,0.331,136.00799999999998,257605,4
In The Bible (with Lil Durk & Giveon),Drake,spotify:track:61S79KIVA4I9FXbnsylEHT,0.6859999999999999,0.385,7,-8.35,0,0.297,0.614,0.0,0.131,0.147,143.07,296568,4
BBL Love - Interlude,Drake,spotify:track:1mjAD7IYvI5UGiB7WnppMf,0.502,0.391,4,-9.013,1,0.0428,0.845,0.0,0.112,0.574,132.819,161364,4
TSU,Drake,spotify:track:4s7QLoImIwmPi9L6dq1nVW,0.568,0.56,9,-9.059,1,0.42,0.228,3.05e-06,0.39,0.246,130.019,308756,4
Desabonne,RIDSA,spotify:track:3bG2YplQWjGvlQ6VlPsGu1,0.7929999999999999,0.768,8,-5.597,1,0.0515,0.0751,0.000321,0.0981,0.784,150.006,165360,4
Reine,Dadju,spotify:track:1bxP4M9ICllcg7mel8kH89,0.399,0.395,2,-10.782,1,0.0593,0.76,0.0,0.0815,0.7040000000000001,98.174,199267,4
Cameleon,Maitre Gims,spotify:track:4KXyGA8u0abTdNJj01VmWL,0.769,0.79,3,-4.306,0,0.0458,0.19,1.98e-06,0.0698,0.645,109.981,239867,4
Skit Roman,Lomepal,spotify:track:4YQSkV3WppdoDuc0ZT8ai6,0.7190000000000001,0.252,5,-17.766,0,0.868,0.313,0.0,0.13699999999999998,0.705,126.144,31693,4
Je vais tout casser,Jul,spotify:track:3PzzaYK8NFBZskom0ms27N,0.914,0.698,10,-5.291,0,0.0656,0.264,0.0,0.183,0.627,116.97,209716,4
Hallelujah,Julia Sweet,spotify:track:3nSQdZM55hMuvGYtfHfOK6,0.5429999999999999,0.249,2,-9.265,0,0.0992,0.981,0.934,0.0846,0.328,182.315,214998,3
Skit Mamaz,Lomepal,spotify:track:1xFvizAFz6XQC0L3BLQfsx,0.768,0.225,4,-22.345,1,0.877,0.848,0.0,0.393,0.815,115.185,30400,3
Oh fou,Jul,spotify:track:0s3AaE6bmu6V9TEUPPdWor,0.86,0.78,1,-6.027,0,0.0364,0.0211,4.88e-06,0.0491,0.95,130.984,180262,4
Platine o Plomo,Maes,spotify:track:1ptc6l9dDHQr0I8nkVvh7H,0.56,0.545,1,-6.596,1,0.269,0.0995,1.43e-06,0.087,0.429,138.005,157040,4
Mardi gras,Maes,spotify:track:2xG9MTahbJg4AUoJNbtTio,0.813,0.5710000000000001,10,-5.7429999999999986,0,0.0564,0.603,0.0,0.121,0.584,109.955,148293,4
Profesor,Maes,spotify:track:18nA8ZI7m46MjltcDX6Gj7,0.7959999999999999,0.52,1,-9.746,0,0.325,0.265,0.0,0.112,0.411,132.99200000000002,203947,4
Le maire,Maes,spotify:track:1yL5VFJFgmNlhI5eIQ6vlb,0.784,0.75,4,-6.606,0,0.08199999999999999,0.209,5.84e-06,0.193,0.629,140.046,138813,4
Sachet,Maes,spotify:track:6Uk4vr3fMFKeUDLi3Kow5y,0.802,0.629,5,-5.9670000000000005,0,0.0806,0.262,0.0,0.14400000000000002,0.565,97.966,148520,4
T-max 560,Maes,spotify:track:6ke02L3Y6YdWZ4CX9N2mWW,0.809,0.57,8,-7.349,0,0.297,0.227,0.0,0.14800000000000002,0.6970000000000001,135.033,178587,4
Argent sal,Maes,spotify:track:6hnzWiIEHMSUtqG4pJzDER,0.873,0.436,9,-8.465,0,0.313,0.263,0.0,0.115,0.605,130.019,194520,4
Ozil,Maes,spotify:track:4o3jjdeWEMAXFNo7vFaIy5,0.909,0.39,11,-9.131,0,0.29100000000000004,0.199,1.43e-06,0.28800000000000003,0.611,136.06799999999998,176787,4
Berline noire,Maes,spotify:track:1hm73YHdovKvv0JXc11Afk,0.785,0.525,5,-7.1370000000000005,0,0.0391,0.141,0.0,0.0859,0.547,131.013,195493,4
Local,Maes,spotify:track:1LdaFvYwU9h5h9YqykbTmy,0.782,0.767,10,-5.755,1,0.0335,0.219,0.0,0.102,0.7909999999999999,139.999,173547,4
Hypocrite,Maes,spotify:track:6pSr8myzYgSx9Nu4TypbxU,0.562,0.738,8,-6.443,1,0.182,0.112,1.85e-06,0.189,0.496,179.93599999999995,200907,4
La planque,Maes,spotify:track:6K6akPAJnlmA8igOEgurVc,0.845,0.611,2,-5.791,0,0.0582,0.107,0.0,0.071,0.491,92.993,228680,4
De Niro,Maes,spotify:track:1I4YZWGWxX9B2LRAabuPgp,0.7759999999999999,0.442,1,-11.716,1,0.32,0.196,1.05e-05,0.118,0.21,98.924,187199,4
Quotidien,Maes,spotify:track:5oz6W1aS8mnLd6RIwme3CI,0.507,0.65,8,-6.55,0,0.306,0.321,0.0,0.0858,0.242,128.995,198613,4
Chien de la casse,Kaaris,spotify:track:1LBS0sZ0NoyHTBI42DVvR8,0.7829999999999999,0.6509999999999999,7,-6.577000000000001,1,0.116,0.334,0.0,0.328,0.418,107.944,249613,4
Devalise,Kaaris,spotify:track:4bakC3n3NJX20PjasQ0PpP,0.784,0.628,10,-6.857,1,0.188,0.415,0.0,0.141,0.66,143.969,187867,4
Hakan Sukur,Heuss L'enfoire,spotify:track:0EE5QfsVywpj6CycOUADk1,0.696,0.775,10,-6.259,0,0.378,0.343,0.0,0.217,0.502,173.968,157627,4
G.M.T.B,Heuss L'enfoire,spotify:track:6geMLnj9ks5JaYNrjlOLO9,0.767,0.754,6,-5.532,0,0.117,0.201,0.0,0.0936,0.6659999999999999,153.928,180347,4
Monsieur meteo,Kaaris,spotify:track:14pJnI0S5l5wEbH7ZKjVSI,0.8390000000000001,0.7070000000000001,10,-5.903,0,0.322,0.518,0.0,0.109,0.755,138.033,170773,4
SKCH,Heuss L'enfoire,spotify:track:6iIwIZUAmwaWO7cypZSw09,0.7609999999999999,0.785,4,-7.037000000000001,0,0.334,0.0777,0.0,0.188,0.476,125.397,156053,5
Bx land 4,Heuss L'enfoire,spotify:track:6SvDwwLRUxnUeAmmZbKDup,0.667,0.851,10,-4.54,0,0.262,0.0282,0.0,0.132,0.398,182.193,131520,4
Meme issue,Damso,spotify:track:3cAYpO073w1VzRin6ZDwUA,0.551,0.7040000000000001,1,-7.425,0,0.0531,0.016,0.0008470000000000001,0.162,0.653,130.03,196173,4
Tard la night,Damso,spotify:track:0td7ODLCcHFMyQD38ay9BU,0.7909999999999999,0.525,6,-9.004,0,0.114,0.0538,0.0178,0.0968,0.111,154.089,156467,4
Ken Kaneki,Nekfeu,spotify:track:08QXSGwwI8Qu4IQEV3AfM6,0.6970000000000001,0.633,7,-6.983,1,0.0793,0.552,0.0,0.128,0.716,139.07399999999998,162960,4
Sous les nuages,Nekfeu,spotify:track:1Fui5N8AtkDRG1Gmpq4Yk2,0.91,0.596,1,-6.3679999999999986,1,0.304,0.0429,0.0,0.0692,0.5379999999999999,140.078,160467,4
Ecrire,Nekfeu,spotify:track:7CnlMI3z4COC5WDzkKpeCF,0.72,0.486,11,-10.143,0,0.47,0.688,0.0,0.481,0.322,82.613,221253,4
La 11,Timal,spotify:track:31nVueZPhJMVw1TR5HkquB,0.54,0.7090000000000001,7,-5.898,0,0.426,0.317,0.0,0.269,0.424,123.821,180785,4
Energie sombre,Nekfeu,spotify:track:0NAv7yKOYp9Y01QNI5gpWL,0.774,0.431,8,-7.2360000000000015,1,0.395,0.305,0.0,0.116,0.189,133.132,204347,4
Natsukashii,Nekfeu,spotify:track:7yNe6X65ACqvd4MCF2R6TP,0.599,0.5670000000000001,11,-7.806,0,0.404,0.42,2.93e-05,0.118,0.106,173.908,191773,4
AZNVR - une minute de musique,Luv Resval,spotify:track:5bt380zWDlGAd3NmhOeZ3H,0.8029999999999999,0.521,6,-8.89,0,0.0428,0.476,1.83e-05,0.11,0.412,108.247,238916,4
STARGAZING,Travis Scott,spotify:track:7wBJfHzpfI3032CSD7CE2m,0.487,0.789,8,-3.69,1,0.044,0.00947,4.05e-06,0.189,0.0564,150.007,270715,4
Honey,Koba LaD,spotify:track:0auePCRIjTpJdVDSrZtF93,0.8370000000000001,0.7509999999999999,1,-5.39,1,0.374,0.4920000000000001,0.0,0.0815,0.259,131.137,103893,4
Suge,Koba LaD,spotify:track:6tG5G78USqn2NTHhApWFKU,0.585,0.622,5,-6.398,0,0.419,0.172,0.0,0.0883,0.604,149.928,194213,4
Everyday,Koba LaD,spotify:track:73yBfOVcHng16TUFG5SuwP,0.873,0.81,1,-5.651,1,0.304,0.208,1.23e-06,0.117,0.62,135.096,187333,4
Tout,Koba LaD,spotify:track:2SWBWoXNgduC3MtVamamZR,0.7140000000000001,0.611,8,-5.211,1,0.34,0.452,0.000103,0.166,0.32299999999999995,139.784,182200,4
La boheme,Charles Aznavour,spotify:track:2o0hVSbnkdvDDKKVNaUxnB,0.377,0.337,0,-7.346,0,0.0341,0.8079999999999999,0.0,0.238,0.545,117.316,245187,3
Recul,Koba LaD,spotify:track:0nlZOebhoPbC6collvr5uG,0.7829999999999999,0.597,7,-5.188,0,0.279,0.215,0.0,0.121,0.459,144.909,174987,4
Intro,Koba LaD,spotify:track:2Su1k2X4kwQcf0OuonoDCg,0.872,0.515,1,-6.477,1,0.348,0.215,9.01e-06,0.093,0.5329999999999999,140.925,159347,4
Hier encore,Charles Aznavour,spotify:track:4ciRwt5dGHKKm8Et8r1xJ0,0.276,0.422,2,-9.341,0,0.0502,0.8140000000000001,0.0,0.321,0.43,64.247,143467,4
JEUX DANGEREUX,Gazo,spotify:track:5s4nWxnucgO7YPfoPGxR1e,0.672,0.6990000000000001,2,-6.646,0,0.223,0.333,1.18e-06,0.114,0.741,160.034,148867,4
HENNESSY,Gazo,spotify:track:6fKYXAnTD96mFM9nAGaC7V,0.8420000000000001,0.615,10,-8.325,1,0.205,0.0669,0.0357,0.0922,0.204,144.128,217960,4
GRA GRA BOOM (feat. Skread),Gazo,spotify:track:3aOzpOcVaAXCb2bkabANde,0.6679999999999999,0.773,5,-5.841,1,0.0648,0.316,4.91e-05,0.115,0.4920000000000001,143.0,208413,4
BOSS,Gazo,spotify:track:2K2hSiCZAwwlFvwTxVRqoi,0.708,0.6759999999999999,4,-8.016,0,0.139,0.123,0.0,0.0775,0.393,144.063,188933,4
IMPACT,Gazo,spotify:track:1hlUHJgbdFdvZvG64a3W1g,0.767,0.6729999999999999,8,-5.843,0,0.228,0.185,1.14e-05,0.0995,0.314,140.075,186400,4
Prends soin de toi,Dinos,spotify:track:0TGWAVx4bRsr8ZRYQtUPDw,0.8390000000000001,0.465,0,-7.704,0,0.223,0.279,9.3e-05,0.11,0.368,130.05700000000002,181627,4
Diptyque,Dinos,spotify:track:5AMrauYWppWRQghrh0UeLU,0.526,0.365,1,-8.817,1,0.396,0.715,4.34e-05,0.225,0.115,83.306,208813,4
Maman m'aime,Dinos,spotify:track:417aTbQ5C3b0Gu3NEbIs9T,0.8240000000000001,0.578,5,-7.302,0,0.313,0.154,0.0,0.3720000000000001,0.329,146.007,161680,4
Je Wanda,Dinos,spotify:track:0ru41rBEzVgFlIB0KLNYeu,0.545,0.5920000000000001,5,-8.176,0,0.401,0.326,0.0,0.107,0.532,128.812,230680,5
93 mesures,Dinos,spotify:track:626x9ykFfrXQmEeadnhr1f,0.8590000000000001,0.529,11,-9.899,0,0.329,0.0485,0.0,0.0965,0.301,95.986,265787,4
Demain n'existe plus,Dinos,spotify:track:4NcJdWFnDzubpcG31CrDU1,0.581,0.413,6,-9.145,0,0.106,0.396,0.0,0.107,0.0867,85.26100000000002,176093,4
Cesaire,Dinos,spotify:track:4aitZJoaTKUBwp5Rr7CWi0,0.764,0.544,6,-8.17,0,0.153,0.333,0.000127,0.199,0.504,140.099,182400,4
Ciel pleure,Dinos,spotify:track:3ki5NTNjfk4EXbesKr77Po,0.848,0.532,4,-8.735,0,0.201,0.113,0.0,0.0858,0.556,129.907,198253,4
Le nord se souvient,Dinos,spotify:track:2oMNKU3pdcDkubF2M9yrxo,0.72,0.597,0,-7.57,0,0.204,0.14800000000000002,0.0,0.11,0.7040000000000001,156.00799999999995,192880,4
Judas,Dinos,spotify:track:1ogqTISRaNQezLx5LB9bzq,0.7959999999999999,0.614,11,-7.211,0,0.331,0.0698,2.64e-06,0.384,0.5,120.065,193747,4
Riina Toto (feat. Maes),13 Block,spotify:track:5aTIqsUQ6EZ2lpmsQop8dq,0.8809999999999999,0.693,8,-6.186,0,0.271,0.17600000000000002,0.00159,0.0916,0.843,135.031,213813,4
Madone,Dinos,spotify:track:0A2blyH8yFOCZ0IoGKA8bb,0.7340000000000001,0.563,3,-8.042,1,0.287,0.209,1.49e-05,0.103,0.512,144.02,203467,4
Babi,13 Block,spotify:track:3FrbLRZXo94g9dnJzxQLNP,0.851,0.718,11,-6.096,0,0.0829,0.687,0.0,0.161,0.4970000000000001,119.991,259987,4
La meme chose,Joe Dwet File,spotify:track:28Nx21Wy2dampI3VqtBSqH,0.826,0.511,5,-6.675,1,0.0758,0.565,0.0,0.0863,0.8109999999999999,156.029,188987,4
Corbillard,Dinos,spotify:track:1SB08Bsiau6KBatQCYMPCH,0.77,0.5529999999999999,8,-11.332,1,0.205,0.147,0.0115,0.154,0.439,140.894,145613,4
Paris c'est magique,Leto,spotify:track:7Ix1venpJ6FKP039WQvRL7,0.913,0.679,1,-5.31,1,0.272,0.17600000000000002,7.41e-05,0.0826,0.7120000000000001,123.02,222878,4
Chocolat,Romeo Elvis,spotify:track:1Qm73NJZmEtqm7yOConu1C,0.836,0.526,6,-9.227,0,0.25,0.374,0.0,0.112,0.655,134.975,161947,4
Coeur des hommes,Romeo Elvis,spotify:track:4RpNETpCJm2Nfr3aTpt4cJ,0.674,0.61,2,-9.512,1,0.285,0.644,0.00011,0.113,0.358,145.092,192000,4
Mon BB,Gradur,spotify:track:3E2A0uk8xtCGqgTsiz8Qug,0.6970000000000001,0.669,7,-5.528,1,0.328,0.0356,0.000262,0.139,0.555,179.877,188787,4
Signe,Booba,spotify:track:7gYpMsodGiFN0qMmz9FCTj,0.764,0.674,0,-5.556,1,0.0665,0.12,0.000108,0.139,0.268,128.04,180968,4
Finale - Nouvelle Ecole,Dau,spotify:track:46NCn1HZ054Wy0o6H86teM,0.6990000000000001,0.677,4,-6.582000000000002,1,0.35600000000000004,0.14800000000000002,0.0,0.103,0.425,144.161,180000,4
Khemem,Djadja & Dinaz,spotify:track:1KcVcJuQEnUQoQ8IzjsdKV,0.7709999999999999,0.759,5,-6.227,0,0.0797,0.255,6.74e-06,0.083,0.568,134.012,174572,4
The Ballet Girl,Aden Foyer,spotify:track:6EMR2TqTujy6ZW00ag7saG,0.6940000000000001,0.816,1,-4.7410000000000005,1,0.0293,0.0796,1.17e-06,0.103,0.601,118.036,201425,4
Butter,BTS,spotify:track:6jjYDGxVJsWS0a5wlVF5vS,0.759,0.459,8,-5.187,1,0.0948,0.00323,0.0,0.0788,0.695,109.997,164952,4
Attrape-moi si tu peux,Sofiane,spotify:track:6LuAtG9sa0aU8GTMd9CQnO,0.763,0.667,9,-6.822,0,0.359,0.395,0.0,0.344,0.331,109.176,211920,4
Voila,Barbara Pravi,spotify:track:1uAOCTevGnyKIDbgZdOCnE,0.447,0.337,2,-8.665,0,0.0631,0.773,0.0,0.298,0.603,135.379,176816,4
Telephone - Extrait de CRCLR MVT SAISON II,Freeze corleone,spotify:track:0FLegMOg3yN9e2zF5p9Vxb,0.5920000000000001,0.506,0,-6.751,1,0.0948,0.507,0.0,0.157,0.237,143.846,188320,4
Irreversible,Jul,spotify:track:2bW1eBA4IZbL3MdwFTAIs7,0.904,0.619,3,-6.945,0,0.0843,0.146,0.0,0.221,0.861,130.971,148176,4
Case depart,Sofiane,spotify:track:4waNnFytHZFAZaXCcLtLsx,0.51,0.5589999999999999,9,-7.877999999999999,0,0.0742,0.846,0.0,0.0565,0.44,83.069,235120,4
Floating Through Space,Sia,spotify:track:0XwSUpdrF7nR7hVxbDs7mb,0.575,0.8440000000000001,6,-4.89,0,0.07200000000000001,0.00172,0.0,0.114,0.277,104.914,177801,4
Alpha,Djadja & Dinaz,spotify:track:3pb0cncoQAsREGYBN9WCy5,0.755,0.524,4,-8.519,0,0.0821,0.501,0.000191,0.0734,0.401,137.02700000000002,175587,4
Full Black,Djadja & Dinaz,spotify:track:2JCHDoITWNBZXeXzDtGiH2,0.56,0.6,7,-7.864,0,0.159,0.537,0.00663,0.145,0.596,121.512,168067,4
Avenue,Djadja & Dinaz,spotify:track:5EI03MgA4g37vFiqANPnXX,0.816,0.585,8,-6.742000000000001,0,0.195,0.29,0.0,0.103,0.517,133.958,197147,4
